timestamp,jarak_mm,debit_lpm,ph_air,hujan_mm,asli_endapan_mm,asli_sumbatan
2025-04-24 22:15:00+00:00,1148.0,107.5,7.35,0.0,44.7,0.018
2025-04-24 22:30:00+00:00,1139.3,101.5,7.4,0.0,44.7,0.017
2025-04-24 22:45:00+00:00,1138.3,111.0,7.31,0.0,44.8,0.016
2025-04-24 23:00:00+00:00,1138.2,103.3,7.36,0.0,44.8,0.016
2025-04-24 23:15:00+00:00,1138.8,108.4,7.04,0.0,44.9,0.015
2025-04-24 23:30:00+00:00,1141.6,108.7,7.32,0.0,44.9,0.015
2025-04-24 23:45:00+00:00,1143.2,105.5,6.96,0.0,45.0,0.014
2025-04-25 00:00:00+00:00,1136.9,113.3,7.3,0.0,45.0,0.013
2025-04-25 00:15:00+00:00,1140.4,103.2,7.05,0.0,45.1,0.013
2025-04-25 00:30:00+00:00,1065.7,193.1,7.31,2.4,45.1,0.012
2025-04-25 00:45:00+00:00,986.5,343.1,7.47,4.43,45.2,0.012
2025-04-25 01:00:00+00:00,885.9,502.6,7.36,5.79,45.3,0.011
2025-04-25 01:15:00+00:00,774.2,706.2,7.39,6.27,45.3,0.01
2025-04-25 01:30:00+00:00,601.8,858.2,7.39,9.6,45.3,0.01
2025-04-25 01:45:00+00:00,603.0,820.5,7.5,11.59,45.4,0.009
2025-04-25 02:00:00+00:00,603.4,848.9,7.42,12.04,44.5,0.009
2025-04-25 02:15:00+00:00,604.3,803.2,7.51,10.97,44.6,0.008
2025-04-25 02:30:00+00:00,604.8,784.6,7.51,10.97,44.7,0.007
2025-04-25 02:45:00+00:00,600.2,853.7,7.49,9.64,44.7,0.007
2025-04-25 03:00:00+00:00,605.4,758.5,7.42,7.16,44.7,0.006
2025-04-25 03:15:00+00:00,600.2,806.1,7.31,3.81,44.8,0.006
2025-04-25 03:30:00+00:00,608.5,845.6,7.15,0.0,44.9,0.005
2025-04-25 03:45:00+00:00,604.9,846.8,7.03,0.0,44.9,0.004
2025-04-25 04:00:00+00:00,609.1,793.4,7.0,0.0,44.9,0.004
2025-04-25 04:15:00+00:00,611.8,762.3,7.36,0.0,45.0,0.003
2025-04-25 04:30:00+00:00,606.2,813.0,7.18,0.0,45.1,0.003
2025-04-25 04:45:00+00:00,612.0,849.9,7.14,0.0,45.1,0.002
2025-04-25 05:00:00+00:00,610.9,837.9,6.96,0.0,45.2,0.001
2025-04-25 05:15:00+00:00,609.7,805.7,7.32,0.0,45.2,0.001
2025-04-25 05:30:00+00:00,744.6,711.0,7.32,0.0,45.3,0.0
2025-04-25 05:45:00+00:00,913.1,426.6,7.06,0.0,45.3,0.0
2025-04-25 06:00:00+00:00,1041.0,231.1,7.21,0.0,45.4,0.0
2025-04-25 06:15:00+00:00,1143.2,103.9,7.1,0.0,45.4,0.0
2025-04-25 06:30:00+00:00,1146.3,110.6,7.04,0.0,45.5,0.0
2025-04-25 06:45:00+00:00,1146.8,111.5,7.1,0.0,45.5,0.0
2025-04-25 07:00:00+00:00,1144.6,104.9,7.19,0.0,45.6,0.0
2025-04-25 07:15:00+00:00,1154.7,106.5,7.2,0.0,45.7,0.0
2025-04-25 07:30:00+00:00,1151.7,110.3,7.1,0.0,45.7,0.0
2025-04-25 07:45:00+00:00,1147.6,112.1,7.33,0.0,45.8,0.0
2025-04-25 08:00:00+00:00,1146.9,108.3,7.42,0.0,45.8,0.0
2025-04-25 08:15:00+00:00,1149.5,110.9,7.01,0.0,45.9,0.0
2025-04-25 08:30:00+00:00,1146.6,100.8,7.38,0.0,46.0,0.0
2025-04-25 08:45:00+00:00,1143.5,113.3,7.17,0.0,46.0,0.0
2025-04-25 09:00:00+00:00,1144.2,113.0,7.3,0.0,46.1,0.0
2025-04-25 09:15:00+00:00,1144.9,107.4,7.05,0.0,46.1,0.0
2025-04-25 09:30:00+00:00,1148.8,106.3,7.24,0.0,46.1,0.0
2025-04-25 09:45:00+00:00,1140.3,107.3,7.26,0.0,46.2,0.0
2025-04-25 10:00:00+00:00,1152.4,110.1,7.14,0.0,46.3,0.0
2025-04-25 10:15:00+00:00,1149.4,105.0,7.15,0.0,46.3,0.0
2025-04-25 10:30:00+00:00,1142.9,104.5,7.49,0.0,46.4,0.0
2025-04-25 10:45:00+00:00,1148.8,101.7,7.27,0.0,46.4,0.0
2025-04-25 11:00:00+00:00,1142.8,103.6,7.02,0.0,46.4,0.0
2025-04-25 11:15:00+00:00,1146.3,108.3,7.27,0.0,46.5,0.0
2025-04-25 11:30:00+00:00,1144.4,104.6,7.11,0.0,46.5,0.0
2025-04-25 11:45:00+00:00,1147.7,111.0,7.24,0.0,46.6,0.0
2025-04-25 12:00:00+00:00,1146.4,110.0,7.27,0.0,46.6,0.0
2025-04-25 12:15:00+00:00,1156.5,110.3,7.26,0.0,46.6,0.0
2025-04-25 12:30:00+00:00,1146.5,101.4,7.28,0.0,46.7,0.0
2025-04-25 12:45:00+00:00,1145.9,114.2,7.13,0.0,46.7,0.0
2025-04-25 13:00:00+00:00,1141.6,106.3,7.36,0.0,46.8,0.0
2025-04-25 13:15:00+00:00,1149.9,115.4,7.39,0.0,46.9,0.0
2025-04-25 13:30:00+00:00,1146.8,102.4,7.03,0.0,46.9,0.0
2025-04-25 13:45:00+00:00,1150.9,111.5,7.09,0.0,47.0,0.0
2025-04-25 14:00:00+00:00,1145.1,103.2,7.35,0.0,47.1,0.0
2025-04-25 14:15:00+00:00,1149.0,103.6,7.17,0.0,47.1,0.0
2025-04-25 14:30:00+00:00,1145.7,107.9,7.21,0.0,47.2,0.0
2025-04-25 14:45:00+00:00,1142.3,105.9,7.21,0.0,47.2,0.0
2025-04-25 15:00:00+00:00,1145.9,111.0,7.33,0.0,47.3,0.0
2025-04-25 15:15:00+00:00,1143.3,112.7,7.19,0.0,47.3,0.0
2025-04-25 15:30:00+00:00,1144.1,110.6,7.12,0.0,47.3,0.0
2025-04-25 15:45:00+00:00,1147.5,112.2,7.16,0.0,47.4,0.0
2025-04-25 16:00:00+00:00,1147.9,104.7,7.41,0.0,47.4,0.0
2025-04-25 16:15:00+00:00,1142.0,110.1,7.02,0.0,47.5,0.0
2025-04-25 16:30:00+00:00,1141.1,114.0,7.07,0.0,47.5,0.0
2025-04-25 16:45:00+00:00,1148.4,114.0,7.19,0.0,47.6,0.0
2025-04-25 17:00:00+00:00,1150.2,110.9,7.17,0.0,47.6,0.0
2025-04-25 17:15:00+00:00,1148.2,113.4,7.13,0.0,47.7,0.0
2025-04-25 17:30:00+00:00,1147.5,109.4,6.95,0.0,47.7,0.0
2025-04-25 17:45:00+00:00,1152.7,106.9,7.11,0.0,47.8,0.0
2025-04-25 18:00:00+00:00,1139.9,106.5,7.11,0.0,47.8,0.0
2025-04-25 18:15:00+00:00,1148.5,104.7,7.0,0.0,47.9,0.0
2025-04-25 18:30:00+00:00,1144.9,101.1,7.25,0.0,47.9,0.0
2025-04-25 18:45:00+00:00,1143.8,112.1,7.14,0.0,48.0,0.0
2025-04-25 19:00:00+00:00,1151.9,115.4,7.04,0.0,48.0,0.0
2025-04-25 19:15:00+00:00,1136.7,108.4,7.2,0.0,48.0,0.0
2025-04-25 19:30:00+00:00,1153.1,108.9,7.19,0.0,48.1,0.0
2025-04-25 19:45:00+00:00,1141.4,108.8,7.27,0.0,48.1,0.0
2025-04-25 20:00:00+00:00,1144.2,104.7,6.99,0.0,48.2,0.0
2025-04-25 20:15:00+00:00,1145.7,102.6,7.27,0.0,48.2,0.0
2025-04-25 20:30:00+00:00,1139.7,101.0,7.17,0.0,48.2,0.0
2025-04-25 20:45:00+00:00,1150.0,105.7,7.2,0.0,48.3,0.0
2025-04-25 21:00:00+00:00,1144.4,104.3,7.05,0.0,48.4,0.0
2025-04-25 21:15:00+00:00,1141.6,114.2,7.06,0.0,48.4,0.0
2025-04-25 21:30:00+00:00,1143.6,112.4,7.34,0.0,48.5,0.0
2025-04-25 21:45:00+00:00,1141.6,113.3,7.2,0.0,48.5,0.0
2025-04-25 22:00:00+00:00,1147.5,106.4,7.27,0.0,48.6,0.0
2025-04-25 22:15:00+00:00,1140.8,107.5,7.2,0.0,48.6,0.0
2025-04-25 22:30:00+00:00,1149.7,111.4,7.15,0.0,48.6,0.0
2025-04-25 22:45:00+00:00,1141.1,113.0,7.09,0.0,48.7,0.0
2025-04-25 23:00:00+00:00,1144.8,112.5,7.19,0.0,48.7,0.0
2025-04-25 23:15:00+00:00,1139.2,112.4,7.1,0.0,48.8,0.0
2025-04-25 23:30:00+00:00,1146.5,114.9,7.52,0.0,48.8,0.0
2025-04-25 23:45:00+00:00,1147.7,109.9,7.12,0.0,48.9,0.0
2025-04-26 00:00:00+00:00,1151.5,110.1,7.23,0.0,48.9,0.0
2025-04-26 00:15:00+00:00,1146.2,113.0,7.16,0.0,49.0,0.0
2025-04-26 00:30:00+00:00,1142.3,111.0,7.25,0.0,49.0,0.0
2025-04-26 00:45:00+00:00,1146.9,109.3,7.05,0.0,49.1,0.0
2025-04-26 01:00:00+00:00,1144.4,108.7,7.2,0.0,49.2,0.0
2025-04-26 01:15:00+00:00,1148.4,109.2,7.29,0.0,49.2,0.0
2025-04-26 01:30:00+00:00,1149.1,113.3,7.28,0.0,49.3,0.0
2025-04-26 01:45:00+00:00,1143.0,109.2,7.38,0.0,49.4,0.0
2025-04-26 02:00:00+00:00,1142.2,114.4,7.24,0.0,49.4,0.0
2025-04-26 02:15:00+00:00,1139.0,104.0,7.38,0.0,49.5,0.0
2025-04-26 02:30:00+00:00,1144.7,108.4,7.04,0.0,49.5,0.0
2025-04-26 02:45:00+00:00,1141.9,103.2,7.27,0.0,49.6,0.0
2025-04-26 03:00:00+00:00,1145.2,108.0,7.25,0.0,49.6,0.0
2025-04-26 03:15:00+00:00,1144.9,101.4,7.2,0.0,49.6,0.0
2025-04-26 03:30:00+00:00,1152.3,103.8,7.31,0.0,49.7,0.0
2025-04-26 03:45:00+00:00,1145.7,113.8,7.5,0.0,49.8,0.0
2025-04-26 04:00:00+00:00,1144.4,113.0,7.02,0.0,49.8,0.0
2025-04-26 04:15:00+00:00,1151.5,111.5,7.17,0.0,49.9,0.0
2025-04-26 04:30:00+00:00,1141.8,109.5,7.05,0.0,49.9,0.0
2025-04-26 04:45:00+00:00,1146.1,112.1,7.07,0.0,50.0,0.0
2025-04-26 05:00:00+00:00,1138.9,107.1,6.94,0.0,50.0,0.0
2025-04-26 05:15:00+00:00,1145.0,110.1,7.2,0.0,50.1,0.0
2025-04-26 05:30:00+00:00,1138.0,108.5,7.14,0.0,50.1,0.0
2025-04-26 05:45:00+00:00,1138.6,113.5,7.13,0.0,50.2,0.0
2025-04-26 06:00:00+00:00,1144.1,112.7,6.9,0.0,50.2,0.0
2025-04-26 06:15:00+00:00,1141.7,111.8,7.02,0.0,50.3,0.0
2025-04-26 06:30:00+00:00,1061.7,174.9,7.12,2.24,50.3,0.0
2025-04-26 06:45:00+00:00,1007.0,277.3,6.97,3.17,50.4,0.0
2025-04-26 07:00:00+00:00,964.7,352.5,7.22,2.24,50.4,0.0
2025-04-26 07:15:00+00:00,963.8,361.6,7.17,0.0,50.5,0.0
2025-04-26 07:30:00+00:00,967.3,344.3,7.12,0.0,50.5,0.0
2025-04-26 07:45:00+00:00,966.3,350.1,7.3,0.0,50.6,0.0
2025-04-26 08:00:00+00:00,968.5,332.5,7.06,0.0,50.6,0.0
2025-04-26 08:15:00+00:00,961.0,341.6,7.19,0.0,50.7,0.0
2025-04-26 08:30:00+00:00,964.2,371.0,7.14,0.0,50.7,0.0
2025-04-26 08:45:00+00:00,967.8,327.5,7.3,0.0,50.8,0.0
2025-04-26 09:00:00+00:00,968.6,332.0,7.21,0.0,50.8,0.0
2025-04-26 09:15:00+00:00,963.4,368.2,7.13,0.0,50.9,0.0
2025-04-26 09:30:00+00:00,1003.5,280.2,7.14,0.0,50.9,0.0
2025-04-26 09:45:00+00:00,1064.0,168.9,7.1,0.0,51.0,0.0
2025-04-26 10:00:00+00:00,1144.0,103.3,7.26,0.0,51.0,0.0
2025-04-26 10:15:00+00:00,1142.7,107.2,7.14,0.0,51.1,0.0
2025-04-26 10:30:00+00:00,1147.1,114.8,7.25,0.0,51.1,0.0
2025-04-26 10:45:00+00:00,1138.6,115.5,7.31,0.0,51.2,0.0
2025-04-26 11:00:00+00:00,1140.8,106.7,7.12,0.0,51.2,0.0
2025-04-26 11:15:00+00:00,1149.1,100.5,7.18,0.0,51.3,0.0
2025-04-26 11:30:00+00:00,1138.0,111.8,7.14,0.0,51.3,0.0
2025-04-26 11:45:00+00:00,1147.2,112.8,7.14,0.0,51.4,0.0
2025-04-26 12:00:00+00:00,1144.2,112.7,7.29,0.0,51.4,0.0
2025-04-26 12:15:00+00:00,1143.7,108.3,7.11,0.0,51.5,0.0
2025-04-26 12:30:00+00:00,1136.1,106.1,7.18,0.0,51.5,0.0
2025-04-26 12:45:00+00:00,1142.0,113.8,6.92,0.0,51.6,0.0
2025-04-26 13:00:00+00:00,1141.9,102.3,6.99,0.0,51.6,0.0
2025-04-26 13:15:00+00:00,1142.5,115.4,7.29,0.0,51.7,0.0
2025-04-26 13:30:00+00:00,1139.3,105.9,7.26,0.0,51.7,0.0
2025-04-26 13:45:00+00:00,1144.0,114.0,7.2,0.0,51.7,0.0
2025-04-26 14:00:00+00:00,1150.0,101.9,7.2,0.0,51.8,0.0
2025-04-26 14:15:00+00:00,1136.6,106.4,7.39,0.0,51.8,0.0
2025-04-26 14:30:00+00:00,1139.7,103.0,6.93,0.0,51.9,0.0
2025-04-26 14:45:00+00:00,1146.5,112.3,6.89,0.0,52.0,0.0
2025-04-26 15:00:00+00:00,1142.0,105.6,7.16,0.0,52.0,0.0
2025-04-26 15:15:00+00:00,1135.7,104.2,7.08,0.0,52.1,0.0
2025-04-26 15:30:00+00:00,1143.7,108.0,7.06,0.0,52.1,0.0
2025-04-26 15:45:00+00:00,1138.5,114.6,7.28,0.0,52.2,0.0
2025-04-26 16:00:00+00:00,1136.4,102.4,7.28,0.0,52.2,0.0
2025-04-26 16:15:00+00:00,1134.9,103.7,7.08,0.0,52.3,0.0
2025-04-26 16:30:00+00:00,1138.7,110.2,7.12,0.0,52.4,0.0
2025-04-26 16:45:00+00:00,1143.2,110.9,7.03,0.0,52.4,0.0
2025-04-26 17:00:00+00:00,1141.8,108.4,7.06,0.0,52.5,0.0
2025-04-26 17:15:00+00:00,1137.9,100.7,7.23,0.0,52.5,0.0
2025-04-26 17:30:00+00:00,1141.3,112.3,7.24,0.0,52.5,0.0
2025-04-26 17:45:00+00:00,1144.2,115.6,7.29,0.0,52.6,0.0
2025-04-26 18:00:00+00:00,1143.1,108.8,7.1,0.0,52.7,0.0
2025-04-26 18:15:00+00:00,1146.5,107.9,7.33,0.0,52.7,0.0
2025-04-26 18:30:00+00:00,1146.1,102.3,7.25,0.0,52.8,0.0
2025-04-26 18:45:00+00:00,1137.6,104.2,7.15,0.0,52.8,0.0
2025-04-26 19:00:00+00:00,1148.2,112.0,6.99,0.0,52.8,0.0
2025-04-26 19:15:00+00:00,1136.3,103.8,7.19,0.0,52.9,0.0
2025-04-26 19:30:00+00:00,1133.2,106.9,7.11,0.0,52.9,0.0
2025-04-26 19:45:00+00:00,1137.2,103.0,7.27,0.0,52.9,0.0
2025-04-26 20:00:00+00:00,1146.5,114.8,6.96,0.0,53.0,0.0
2025-04-26 20:15:00+00:00,1139.7,101.7,7.11,0.0,53.0,0.0
2025-04-26 20:30:00+00:00,1137.1,112.3,7.16,0.0,53.1,0.0
2025-04-26 20:45:00+00:00,1143.5,108.4,7.29,0.0,53.1,0.0
2025-04-26 21:00:00+00:00,1145.2,107.8,7.11,0.0,53.2,0.0
2025-04-26 21:15:00+00:00,1145.2,102.5,7.14,0.0,53.3,0.0
2025-04-26 21:30:00+00:00,1143.7,113.1,7.27,0.0,53.3,0.0
2025-04-26 21:45:00+00:00,1130.3,104.5,7.15,0.0,53.4,0.0
2025-04-26 22:00:00+00:00,1135.7,113.9,7.14,0.0,53.5,0.0
2025-04-26 22:15:00+00:00,1139.4,109.2,7.34,0.0,53.5,0.0
2025-04-26 22:30:00+00:00,1137.2,102.9,7.27,0.0,53.5,0.0
2025-04-26 22:45:00+00:00,1139.0,111.7,7.02,0.0,53.6,0.0
2025-04-26 23:00:00+00:00,1134.7,112.7,7.15,0.0,53.7,0.0
2025-04-26 23:15:00+00:00,1145.0,113.1,6.98,0.0,53.7,0.0
2025-04-26 23:30:00+00:00,1139.9,109.1,6.95,0.0,53.8,0.0
2025-04-26 23:45:00+00:00,1138.6,109.2,7.34,0.0,53.9,0.0
2025-04-27 00:00:00+00:00,1135.1,105.8,7.03,0.0,53.9,0.0
2025-04-27 00:15:00+00:00,1134.2,110.2,7.04,0.0,54.0,0.0
2025-04-27 00:30:00+00:00,1134.9,113.2,7.09,0.0,54.0,0.0
2025-04-27 00:45:00+00:00,1146.2,102.4,7.24,0.0,54.1,0.0
2025-04-27 01:00:00+00:00,1141.7,111.6,7.12,0.0,54.2,0.0
2025-04-27 01:15:00+00:00,1141.9,101.4,7.25,0.0,54.2,0.0
2025-04-27 01:30:00+00:00,1138.9,111.7,7.03,0.0,54.3,0.0
2025-04-27 01:45:00+00:00,1140.9,106.8,7.3,0.0,54.3,0.0
2025-04-27 02:00:00+00:00,1141.7,110.3,6.94,0.0,54.4,0.0
2025-04-27 02:15:00+00:00,1141.1,107.2,7.16,0.0,54.4,0.0
2025-04-27 02:30:00+00:00,1135.9,110.9,7.2,0.0,54.5,0.0
2025-04-27 02:45:00+00:00,1144.1,102.7,7.32,0.0,54.5,0.0
2025-04-27 03:00:00+00:00,1142.1,110.7,7.32,0.0,54.6,0.0
2025-04-27 03:15:00+00:00,1143.3,114.8,7.01,0.0,54.7,0.0
2025-04-27 03:30:00+00:00,1137.1,114.9,7.04,0.0,54.7,0.0
2025-04-27 03:45:00+00:00,1144.7,108.1,6.92,0.0,54.8,0.0
2025-04-27 04:00:00+00:00,1138.6,102.9,7.17,0.0,54.9,0.0
2025-04-27 04:15:00+00:00,1145.2,113.7,7.22,0.0,54.9,0.0
2025-04-27 04:30:00+00:00,1143.3,110.4,7.06,0.0,55.0,0.0
2025-04-27 04:45:00+00:00,1138.5,102.6,7.16,0.0,55.0,0.0
2025-04-27 05:00:00+00:00,1137.8,113.4,7.26,0.0,55.0,0.0
2025-04-27 05:15:00+00:00,1132.9,111.3,7.09,0.0,55.1,0.0
2025-04-27 05:30:00+00:00,1136.1,114.8,7.08,0.0,55.1,0.0
2025-04-27 05:45:00+00:00,1139.4,115.3,7.19,0.0,55.2,0.0
2025-04-27 06:00:00+00:00,1138.7,104.4,7.25,0.0,55.2,0.0
2025-04-27 06:15:00+00:00,1140.1,110.7,7.24,0.0,55.3,0.0
2025-04-27 06:30:00+00:00,1133.6,101.0,7.21,0.0,55.3,0.0
2025-04-27 06:45:00+00:00,1140.6,109.2,7.17,0.0,55.4,0.0
2025-04-27 07:00:00+00:00,1135.2,106.7,7.23,0.0,55.5,0.0
2025-04-27 07:15:00+00:00,1138.1,104.3,7.3,0.0,55.5,0.0
2025-04-27 07:30:00+00:00,1140.0,104.4,7.32,0.0,55.6,0.0
2025-04-27 07:45:00+00:00,1138.2,109.7,7.17,0.0,55.6,0.0
2025-04-27 08:00:00+00:00,1132.5,102.0,7.07,0.0,55.7,0.0
2025-04-27 08:15:00+00:00,1139.0,102.7,7.12,0.0,55.7,0.0
2025-04-27 08:30:00+00:00,1137.5,105.5,7.19,0.0,55.8,0.0
2025-04-27 08:45:00+00:00,1139.3,103.8,6.98,0.0,55.8,0.0
2025-04-27 09:00:00+00:00,1144.7,108.8,7.28,0.0,55.9,0.0
2025-04-27 09:15:00+00:00,1136.3,102.3,7.22,0.0,55.9,0.0
2025-04-27 09:30:00+00:00,1137.6,107.2,7.22,0.0,55.9,0.0
2025-04-27 09:45:00+00:00,1140.0,101.3,7.19,0.0,56.0,0.0
2025-04-27 10:00:00+00:00,1137.2,107.8,7.06,0.0,56.0,0.0
2025-04-27 10:15:00+00:00,1135.2,112.0,7.28,0.0,56.1,0.0
2025-04-27 10:30:00+00:00,1141.7,106.9,7.18,0.0,56.2,0.0
2025-04-27 10:45:00+00:00,1132.1,112.6,7.11,0.0,56.2,0.0
2025-04-27 11:00:00+00:00,1135.7,102.9,7.09,0.0,56.2,0.0
2025-04-27 11:15:00+00:00,1137.0,102.7,7.0,0.0,56.3,0.0
2025-04-27 11:30:00+00:00,1131.4,107.2,7.23,0.0,56.4,0.0
2025-04-27 11:45:00+00:00,1138.0,102.1,7.13,0.0,56.4,0.0
2025-04-27 12:00:00+00:00,1141.1,102.0,7.29,0.0,56.5,0.0
2025-04-27 12:15:00+00:00,1141.4,109.6,7.06,0.0,56.5,0.0
2025-04-27 12:30:00+00:00,1140.4,111.1,7.21,0.0,56.6,0.0
2025-04-27 12:45:00+00:00,1129.1,102.3,7.17,0.0,56.7,0.0
2025-04-27 13:00:00+00:00,1137.9,108.0,6.96,0.0,56.7,0.0
2025-04-27 13:15:00+00:00,1139.7,103.8,7.1,0.0,56.8,0.0
2025-04-27 13:30:00+00:00,1141.4,104.2,7.04,0.0,56.8,0.0
2025-04-27 13:45:00+00:00,1142.2,106.8,7.01,0.0,56.8,0.0
2025-04-27 14:00:00+00:00,1132.9,109.8,7.16,0.0,56.9,0.0
2025-04-27 14:15:00+00:00,1143.9,114.8,7.07,0.0,56.9,0.0
2025-04-27 14:30:00+00:00,1133.7,111.0,7.08,0.0,57.0,0.0
2025-04-27 14:45:00+00:00,1133.4,114.8,7.09,0.0,57.1,0.0
2025-04-27 15:00:00+00:00,1135.9,114.8,6.8,0.0,57.1,0.0
2025-04-27 15:15:00+00:00,1134.1,108.3,7.39,0.0,57.2,0.0
2025-04-27 15:30:00+00:00,1142.8,106.7,7.16,0.0,57.2,0.0
2025-04-27 15:45:00+00:00,1133.6,109.6,7.21,0.0,57.3,0.0
2025-04-27 16:00:00+00:00,1141.3,100.9,7.05,0.0,57.3,0.0
2025-04-27 16:15:00+00:00,1131.1,103.4,7.21,0.0,57.4,0.0
2025-04-27 16:30:00+00:00,1139.1,112.2,7.14,0.0,57.5,0.0
2025-04-27 16:45:00+00:00,1132.7,105.4,6.94,0.0,57.5,0.0
2025-04-27 17:00:00+00:00,1140.8,115.2,7.14,0.0,57.6,0.0
2025-04-27 17:15:00+00:00,1136.2,107.6,6.9,0.0,57.6,0.0
2025-04-27 17:30:00+00:00,1137.7,109.3,6.91,0.0,57.7,0.0
2025-04-27 17:45:00+00:00,1135.5,103.4,7.17,0.0,57.7,0.0
2025-04-27 18:00:00+00:00,1134.4,109.5,7.22,0.0,57.8,0.0
2025-04-27 18:15:00+00:00,1140.0,107.3,7.2,0.0,57.8,0.0
2025-04-27 18:30:00+00:00,1140.2,110.0,7.14,0.0,57.8,0.0
2025-04-27 18:45:00+00:00,1132.9,109.7,7.09,0.0,57.9,0.0
2025-04-27 19:00:00+00:00,1137.6,103.3,7.15,0.0,58.0,0.0
2025-04-27 19:15:00+00:00,1129.1,103.9,7.17,0.0,58.0,0.0
2025-04-27 19:30:00+00:00,1142.4,112.0,7.18,0.0,58.1,0.0
2025-04-27 19:45:00+00:00,1140.0,105.9,7.09,0.0,58.1,0.0
2025-04-27 20:00:00+00:00,1135.9,101.6,6.99,0.0,58.1,0.0
2025-04-27 20:15:00+00:00,1138.4,105.5,7.08,0.0,58.2,0.0
2025-04-27 20:30:00+00:00,1138.3,105.2,7.04,0.0,58.3,0.0
2025-04-27 20:45:00+00:00,1138.3,100.9,7.05,0.0,58.3,0.0
2025-04-27 21:00:00+00:00,1132.0,114.2,7.14,0.0,58.4,0.0
2025-04-27 21:15:00+00:00,1131.7,105.2,7.17,0.0,58.4,0.0
2025-04-27 21:30:00+00:00,1140.6,111.4,7.07,0.0,58.4,0.0
2025-04-27 21:45:00+00:00,1135.5,103.9,7.11,0.0,58.5,0.0
2025-04-27 22:00:00+00:00,1138.6,105.4,7.15,0.0,58.6,0.0
2025-04-27 22:15:00+00:00,1139.8,103.8,7.19,0.0,58.6,0.0
2025-04-27 22:30:00+00:00,1132.5,103.9,7.27,0.0,58.7,0.0
2025-04-27 22:45:00+00:00,1135.9,106.6,7.09,0.0,58.7,0.0
2025-04-27 23:00:00+00:00,1139.0,101.5,7.13,0.0,58.8,0.0
2025-04-27 23:15:00+00:00,1134.0,102.0,7.34,0.0,58.9,0.0
2025-04-27 23:30:00+00:00,1134.4,108.0,7.15,0.0,58.9,0.0
2025-04-27 23:45:00+00:00,1138.1,108.0,7.2,0.0,59.0,0.0
2025-04-28 00:00:00+00:00,1129.4,109.6,7.13,0.0,59.0,0.0
2025-04-28 00:15:00+00:00,1137.1,110.1,7.17,0.0,59.1,0.0
2025-04-28 00:30:00+00:00,1134.9,110.7,7.14,0.0,59.2,0.0
2025-04-28 00:45:00+00:00,1140.7,109.5,7.12,0.0,59.2,0.0
2025-04-28 01:00:00+00:00,1134.2,114.0,7.1,0.0,59.3,0.0
2025-04-28 01:15:00+00:00,1135.9,104.7,7.34,0.0,59.3,0.0
2025-04-28 01:30:00+00:00,1133.5,112.7,7.02,0.0,59.4,0.0
2025-04-28 01:45:00+00:00,1128.9,114.2,7.1,0.0,59.4,0.0
2025-04-28 02:00:00+00:00,1134.0,107.3,6.92,0.0,59.5,0.0
2025-04-28 02:15:00+00:00,1136.1,106.5,7.24,0.0,59.5,0.0
2025-04-28 02:30:00+00:00,1129.5,110.7,7.23,0.0,59.6,0.0
2025-04-28 02:45:00+00:00,1139.8,111.2,7.12,0.0,59.6,0.0
2025-04-28 03:00:00+00:00,1143.4,108.3,7.29,0.0,59.7,0.0
2025-04-28 03:15:00+00:00,1134.1,108.6,7.07,0.0,59.7,0.0
2025-04-28 03:30:00+00:00,1137.1,112.3,7.26,0.0,59.7,0.0
2025-04-28 03:45:00+00:00,1132.2,108.3,7.02,0.0,59.8,0.0
2025-04-28 04:00:00+00:00,1133.7,105.3,7.15,0.0,59.8,0.0
2025-04-28 04:15:00+00:00,1129.8,113.2,7.2,0.0,59.8,0.0
2025-04-28 04:30:00+00:00,1131.1,109.2,7.29,0.0,59.9,0.0
2025-04-28 04:45:00+00:00,1134.7,114.4,7.28,0.0,60.0,0.0
2025-04-28 05:00:00+00:00,1135.7,114.2,7.11,0.0,60.0,0.0
2025-04-28 05:15:00+00:00,1140.7,102.6,7.18,0.0,60.1,0.0
2025-04-28 05:30:00+00:00,1130.7,110.8,6.96,0.0,60.1,0.0
2025-04-28 05:45:00+00:00,1138.8,105.8,7.14,0.0,60.1,0.0
2025-04-28 06:00:00+00:00,1127.4,110.8,7.16,0.0,60.2,0.0
2025-04-28 06:15:00+00:00,1132.7,115.0,7.16,0.0,60.2,0.0
2025-04-28 06:30:00+00:00,1131.5,108.1,7.15,0.0,60.3,0.0
2025-04-28 06:45:00+00:00,1140.0,100.5,6.92,0.0,60.4,0.0
2025-04-28 07:00:00+00:00,1129.8,112.1,6.92,0.0,60.4,0.0
2025-04-28 07:15:00+00:00,1130.9,108.0,7.19,0.0,60.5,0.0
2025-04-28 07:30:00+00:00,1136.2,108.4,7.14,0.0,60.5,0.0
2025-04-28 07:45:00+00:00,1137.1,103.7,7.22,0.0,60.6,0.0
2025-04-28 08:00:00+00:00,1129.1,106.0,7.12,0.0,60.7,0.0
2025-04-28 08:15:00+00:00,1128.3,115.2,6.99,0.0,60.7,0.0
2025-04-28 08:30:00+00:00,1140.8,108.9,7.04,0.0,60.8,0.0
2025-04-28 08:45:00+00:00,1136.7,113.6,7.18,0.0,60.9,0.0
2025-04-28 09:00:00+00:00,1132.2,111.1,7.09,0.0,60.9,0.0
